prol_id,choice,fr_why_first_over_second,fr_why_second_over_third,coder,Nonsensical? (1 = yes; 0 = no),Propensity for intentional fraud/system abuse/gaming (including both “this method is better because it does that less” and “this method is worse because it does that more”) by either the applicants or the people allocating the funds,"Ability to help the neediest targets, and/or underserved groups","Extent to which the method requires personal resources, speed of finding out about the program, etc.",Amount of bias/discrimination/level playing field,Extent to which the method(s) allow for or reward applicant effort,Randomness is bad (general) and/or randomness is bad because the funding agency didn’t make enough of an effort to think of a better system,Considers relevant/appropriate factors,Women - mentioned,Racial/ethnic minorities - mentioned,Other reasons,Comments on other reasons
5f2c4bf4e4f3080e6a469fcc,pl,"It takes into account the fact that some business were hurt more by Covid-19 than others.  For example,sectors such as dining and tourism were affected severely compared to construction companies and manufacturing. Also, minority owned business on average suffered more damage than white owned businesses and this taken into account by the points system.",First come first served is least fair because it doesn't take into account the level of damage sustained by a business and it provides an advantage to companies that could respond the quickest to the application process. Smaller businesses and minority owned businesses are less likely to have a pre-existing relationship with a bank and are less likely to be adept at filing out the required forms.,X,0,0,1,1,0,0,0,0,0,0,0,
5e51c83155087a204d8e7f1f,lf,"A lottery is completely random.  No one is penalized because they were not the very first to apply. In addition, no one is placed ahead of the line because of gender, race, location etc. Sometimes people may not be the first to apply because they had to complete a more important task. They may have a sick child, elderly parents to attend to first.",I do not think you should get points because of gender or race.  If you people want to be equal than everyone should be treated the same.  You can't have it both ways.,X,0,0,0,1,1,0,0,0,1,1,0,
5edaa9fe334f1b6f4ab24acc,pf,Because systems such a lottery can be unfair and overlook businesses that suffered heavy COVID-19 damaged and give it to greedy businesses that don’t really need it.,Lottery systems are unfair and it’s like gambling to get aid which is unfair. It overlooks needy businesses,X,0,0,1,0,0,0,1,0,0,0,0,
5c3399d8cb218a000176c6c6,lp,Lottery leaves it truly up to chance; whereas the others are based in specific privileges.,Because more influential and/or successful companies would probably have an advantage,X,0,0,0,1,1,0,0,0,0,0,0,
5cb4c5bad44c410017960aa0,pf,"I think businesses such as women-owned/minority-owned need more assistance that, say, chain restaurants. There needs to be some kind of system to the allocation.","A lottery gives no ranking to needs, and at least people who try to get aid have a better chance than lottery.",X,0,0,1,0,0,1,0,0,1,1,0,
5642af61942576000566efda,fp,There's a lot less ways to game a first come first served system. And a point based system can be seen as unfair to many due to circumstances.,Lottery based system would feel the worst due to it being based on pure luck,X,0,0,0,0,0,0,1,0,0,0,0,
5e7f9714e74e0c66d2a04098,pf,"points system will give equal opportunity to everyone, also it will serve best to whome who are really in need.","Lottery will not give a chance to whom are really in need, they can get or can not so Lottery is not a good thing to do in it",X,0,0,1,0,1,0,1,0,0,0,0,
5d3111ed96d003001a2383e2,pl,I think a well designed and well thought out points system makes sense because the process would be above board and very open to public scrutiny.,I think first come-first served is least fair because it essentially is down to how fast you hear about the program and how quickly your lawyers (if you have them) can file with the government. It's the same issue that led to the PPP being abused by larger companies while small businesses got less than they deserved.,X,0,0,1,1,0,0,0,0,0,0,0,
5f8e3f6a1a1f4421715a2879,pl,"If then intent is to help businesses affected by COVID, criteria of how COVID has affected them should be taken into account. This is in addition to business size (bias toward small over large) as well as owner background (bias toward POC, woman-owned and other characteristic that correspond with higher rate of failure.","If organizations are treated as roughly equal, then a lottery would be more fair than whomever (likely larger businesses that can devote resources) can claim first. A deadline should be established to submit requests, then of those eligible, award based on a lottery.",X,0,0,0,1,1,0,0,0,1,0,0,
5c3cd4368732a60001f8599a,pf,"I think people who earned their way by a systematic way of doing their business by the rules,  deserves first attention.",Well if they are the earlier ones who need or how badly do they need it should get their grants before others.,X,0,0,1,0,0,1,0,0,0,0,0,
5e16c978783225c8108ef055,fp,It is more fair as everyone has the same amount of time to do this.,A business that has beeen established longer and has suffered greater loss shuld have an advantage.,X,0,0,1,0,0,0,0,0,0,0,0,
5f1230c4f57b2f06e2465477,lp,The lottery is by its randomness devoid of any qualifications for which various ethnicity and background information may serve to unfairly promote one group over another.,"In a first-come first-served system, it's possible that those people who by virtue of their demographics or background may be excluded from the knowledge of the programs available to help all people.  Certain people may in fact not have access to those sources of information.",X,0,0,0,1,1,0,0,0,0,1,0,
5f0395a63963d05bc235abdb,fl,if you needed help you should have applied for it immediately,why should a specific group get help over another? it should be a lottery system,X,0,0,0,0,1,0,0,0,0,0,0,
5fd94f726feb8e20eb117d61,pl,"I think that it is most fair to support business that have been the most affected, which the points systems reflect. It makes more sense to give money to a business that is on the brink of shutting down vs. one that has been minorly inconvenienced by COVID.","First-come first-served is unfair to me because it is banking on inequities: someone who has the time and possible workforce support to apply, someone who has the most updated news to hear about this. I think it should be based more-so on merit",X,0,0,1,1,0,0,0,0,0,0,0,
5fc2a0d49893540008bd113f,pf,I feel it is more fair because some businesses have suffered more than others and I feel that the points system is a good way to determine how much someone needs the assistance.,Because the lottery is to random when it come to people's livelihood it should be based on how much in need they are.,X,0,0,1,0,0,0,1,0,0,0,0,
5c2fa1bb89f0350001764f0b,pl,"I don't think any of them are fair really. I think there should be a system that evaluates the needs of the businesses as a whole, whether they received money previously and how it was used, whether they're following COVID restrictions outlined in their state, etc. I think there should be other criteria. I think minority owned as a whole should be given consideration, but that doesn't mean non-minority owned businesses don't deserve financial help.","Because some businesses might not be made aware that there is available funds. I would say that would definitely be discriminatory to only say first come first serve, unless all businesses were notified and that was verified. But I don't know how you could do that in a fair way.",X,0,0,1,1,0,0,0,0,0,1,0,
5de7c6d448241d73d36ceaef,pf,The business with the most loss and suffering should be first considered because it would be hard to get back to normal after working to get back in a positive state for business.,"First come, first served would not be fair because some people would not be aware of the help as soon as other business.  A point system would be fairer.",X,0,0,1,1,0,0,0,0,0,0,0,
5c509cad3e4c8400010ac228,fl,"Because they would actually have to put in the effort for this.  I think taking the step to assure that you're first also assures that you are in need of the aid.  A lottery just chooses someone, while this is fair in the overall scope, it may choose someone that doesn't need the aid as much.",A points system can be exploited and is the least fair of the decisions.  There are so many x-factors to be considered when offering aid that I just feel it would be impossible to truly calculate who needs this aid more.,X,0,0,0,0,0,1,0,0,0,0,0,
5ebe0fffe718fe000b474854,pf,"I think a point system is the most fair because the government can determine which businesses need the most help. also, this system makes sure that minorities owning a small business are taken into account, while the 2 other options don't.","I think this system is better than a lottery because with a lottery, the businesses are selected randomly, and those that need the most help can be discarded and it is unfair. I don't think a first-come, first served system is ideal, but at least it's giving more of a chance to businesses to be selected than the lottery.",X,0,0,1,0,0,0,1,0,0,1,0,
