FID,UOGID,NAME,TYPE,STUSAB,STATE,CDBG_AMT,ESG_AMT,HOME_AMT,HOPWA_AMT,TOT_AMT,YEAR,SHAPE_Length,SHAPE_Area,FUNDING ROUND,PROGRAM TYPE,PROGRAM JURISDICTION,FUNDING SOURCE,ROUND START,ROUND END,DOC TIMING,TOTAL REQUIREMENTS,TOTAL DOCS,PHYSICAL PRESENCE,TENURE/HISTORY,STANDARD FINANCIAL,NON-STANDARD FINANCIAL,PROOF COVID-RELATED,CRIMINAL HISTORY,INTENDED USE,BUSINESS TYPE,BUSINESS SIZE,GOOD STANDING,POST-AWARD RECEIPTS,MISCELLANEOUS,DOC ELEMENTS,PREVIOUS APP INCLUSION,CONTACT,WEB ADDRESS (ORIGINAL CODING ROUND),"WEB ADDRESS (IF ORIGINAL LINK INACTIVE, WEBARCHIVE LINK)",DATE COLLECTED,GRANT AMOUNT,"DISTRIBUTION METHOD (rj note: these were coded more consistently later but coding guide not followed closely -- eg different variations of first come first serve spelling, so goal here is to fill in blank rows and for non-blank ones, to double check whether you agree with the distribution method coding based on the website and then standardize the name based on the ""Code"" sheet)",PREFERENCES: MINORITY-OWNED BUSINESSES (0 = NO; 1 = YES; M = UNKNOWN),PREFERENCES: WOMEN-OWNED BUSINESSES (0 = NO; 1 = YES; M = UNKNOWN),"PREFERENCES: BUSINESS LOCATED IN HIGH-POVERTY AREA (might be called high-poverty, LMI area, needy area, etc) (0 = NO; 1 = YES; M = UNKNOWN)",PREFERENCES: HOLISTIC CRITERIA FROM REVIEWERS (0 = NO; 1 = YES; M = UNKNOWN),PREFERENCES: ECONOMIC CRITERIA (FTE; REVENUE/PROFITABILITY) (0 = NO; 1 = YES; M = UNKNOWN),PREFERENCES: OTHER (write out),PREFERENCES: NOTES ON CODING,RESTRICTS ELIGIBILITY TO UNDERSERVED BUSINESSES ONLY (0 = NO; 1 = YES),NOTES ON ELIGIBILITY CRITERIA (OPTIONAL),CODER ,PREFERENCES: WOMEN-OWNED BUSINESSES (0 = NO; 1 = YES; M = UNKNOWN),LINK TO 3RD PARTY ASSISTANCE,CHECKLIST,DOCUMENTATION NOTES,TOTAL RECIPIENTS,AVERAGE GRANT SIZE,MINORITY OWNED RECIPIENTS,WOMEN OWNED RECIPIENTS,OUTCOME NOTES,RJ notes
667,370828,DURHAM,51,NC,37,1994053,161862,1159276,379840,3695031,2018,4.317773791,0.02891629237,2,1,CITY,0,M,09/25/20,0,11,7,1,1,4,2,1,1,0,1,1,0,0,1,"physical location; <= 25 employees; revenue less than $500,000; operate at least 1yr; reduced 25% of the revenue due to COVID; no bankruptcy; ",NA,Brian.Smith@durhamnc.gov,"https://www.durhambusiness360.com/204/Small-Business-Recovery-Fund#:~:text=The%20fund%20consists%20of%20private,Business%20Development%20Fund%20(CSBDF).",,02/18/20,"Up to $1,000",M,,,,,,,,,,,https://downtowndurham.com/covid19-resources/,https://docs.google.com/document/d/17YDlC0KNQ4SyowOxIm9PuYNBshnWUz1kzw_9qQT5z6Y/edit,Unclear about the funding; also have loan program(still open),,,,,,,
984,511320,ROANOKE,51,VA,51,1732287,139611,606064,0,2477962,2018,0.6992315276,0.01128835348,1,1,CITY,1,M,6/1/22,0,10,7,0,0,3,3,1,0,1,1,1,1,0,1,LMI owner; good standing; no prior CARES funding; liability insurance; intended use; business type; intended use; <5 employees for microenterprise specific grant; income verification; employee verification; IRS Form 1040 2019 and 2020; business operating agreement; 4wks of payroll,NA,ffe@freedomfirst.com,https://www.freedomfirst.com/small-business-relief-grant,,2/20/21,5000-25000,Points system,,,,,,,,,,,https://www.freedomfirst.com/small-business-relief-grant,Checklist - Google Docs,"Administered by 3rd party (Freedom First), open until 2022 (not a typo), CDBG funded, application somewhat long and complex appendices to fill out",,,,,No info,,
511,261638,DEARBORN,51,MI,26,1918249,156961,0,0,2075210,2018,0.4582078469,0.006922507331,1,1,CITY,0,04/27/20,05/01/20,M,8,8,1,1,2,3,1,0,0,1,1,0,0,3,2018/19 tax return; SSN; <= 17 employees; physical location; experience a loss of income due to COVID; ,NA,M,https://www.accesscommunity.org/employment-services/entrepreneur-resources/dearborn-small-business-relief-grant,,10/20/20,"Up to $5,000",M,,,,,,,,,,,https://www.downtowndearborn.org/covid19/,M,"Unclear about the funding source; have a list of documentation, but unclear if that's the full list",,,,,,,
336,181014,FORT WAYNE,51,IN,18,1958440,166262,1096554,0,3221256,2018,1.64580216,0.03076517088,1,1,COUNTY,0,10/20/20,12/1/20,0,6,5,0,1,1,1,1,0,1,0,1,1,0,1,<= 150 employees; operating since 2/15/20; receipts of expenses to be reimbursed; business license; W9; govt ID; currently operating,NA,info@greaterfortwayneinc.com,https://www.greaterfortwayneinc.com/chamber/covid-19-response-center/fort-wayne-allen-county-cares-grant/,,2/20/21,0-5000,First come first served,,,,,,,,,,,M,Checklist - Google Docs,"Reimbursement only grant, simple application and helpful checklist, county level program",237,,,,https://www.fwbusiness.com/fwbusiness/article_3b031c89-5b02-5857-bcc1-42c275e6eea0.html,,
609,294614,ST JOSEPH,51,MO,29,1558903,0,394763,0,1953666,2018,0.6079375568,0.01218816177,1,0,CITY,1,M,M,M,8,M,1,1,M,M,1,0,0,0,1,1,0,1,physical location; <= 20 employees; negative impact caused by COVID;  must retain existing workforce for a 6-month period to qualify for a forgivable loan; business license; ,NA,ddepriest@stjoemo.org,https://www.stjoemo.info/931/CARES-Act-Funds,,01/12/20,"$5,000 - $10,000",M,,,,,,,,,,,https://saintjoseph.com/covid-19/,M,Funded by CARES Act also. ,,,,,,,
1176,294626,ST LOUIS,51,MO,29,17798425,1461624,2962106,1824610,24046765,2018,0.7520900078,0.01767736514,1,1,CITY,0,M,M,0,8,1,1,1,1,0,1,0,1,1,1,1,0,0,<= 25 employees; physical location; business license since 3/19/20; good standing; closed/reduced business due to COVID; no PPP/SBA funding; no conflicts of interest with city; no discrimination; business type; one of IRS W-3/Form 941/W-10,NA,sldc-grants@stlouis-mo.gov,https://web.archive.org/web/20200713034119/https://www.stlouis-mo.gov/government/departments/sldc/sbgf/index.cfm,,7/13/20,5000,M,,,,,,,,,,,M,Checklist - Google Docs,"Only one document explicitly required, unable to access actual application, funding not completely clear",,,,,No info,,
872,450534,FLORENCE,51,SC,45,276816,0,0,0,276816,2018,2.494476225,0.005607317768,1,1,STATE,0,09/25/20,10/30/20,1,4,6+,1,0,2+,4,1,0,0,1,1,0,0,0,physical location; <=25employees; experience loos of revenue between 03/01/20-10/01/20; ,NA,SCCares@admin.sc.gov,https://accelerate.sc.gov/information-minority-and-small-business-relief-grant-program,,02/18/20,"Up to $2,500",scored system,,,,,,,,,,,"https://www.florencedowntown.com/small-business-resources/covid-19-resources#:~:text=Small%20Business%20Funding,of%20revenue%20they%20are%20experiencing.",https://docs.google.com/document/d/17YDlC0KNQ4SyowOxIm9PuYNBshnWUz1kzw_9qQT5z6Y/edit,Funded by CARES Act; Optional provide documentation,,,,,,,
994,729061,GUAYNABO MUNICIPIO,51,PR,72,919723,0,352038,0,1271761,2018,0.5797976154,0.006118487648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
486,230120,AUBURN,51,ME,23,556643,0,517461,0,1074104,2018,0.7106421632,0.01913252648,M,0,CITY,M,M,M,0,M,8,1,1,3,5,0,0,1,0,0,0,0,0,Personal Tax Returns (2 years); Personal Financial Statement; Business Plan; Business Tax Returns; Lease Agreement,NA,M,https://www.auburnmaine.gov/CMSContent/COVID/Business%20Loan%20Application.pdf,,02/19/20,"Up to $20,000",M,,,,,,,,,,,https://www.mainestreamfinance.org/covid-19-updates/small-business-updates-and-resources-during-covid-19-outbreak/,https://docs.google.com/document/d/17YDlC0KNQ4SyowOxIm9PuYNBshnWUz1kzw_9qQT5z6Y/edit,Unclear about the funding source; missing criteria,,,,,,,
262,122724,ST PETERSBURG,51,FL,12,1774180,146784,940914,0,2861878,2018,3.186329284,0.01526883656,1,1,CITY,0,4/30/20,8/14/20,0,7,6,1,1,2,1,1,0,1,1,1,0,0,2,"No franchises; operating 6mo; <=25 employees; physical storefront; demonstrated loss of income due to COVID; working capital proof; business type; business registration; business tax returns 2018 or 2019 or P/L or balance sheet, city business tax receipt; govt ID; full employee list; utility bill statement; intended use",NA,info@stpetegreenhouse.com,https://web.archive.org/web/20200501175822/https://www.stpete.org/assistance/fighting_chance_fund.php,,5/1/20,5000,First come first served,,,,,,,,,,,https://stpetegreenhouse.com/prepare/,Checklist - Google Docs,"CARES funded but unclear if CDBG, unable to access actual application, long/complicated documentation checklist, 3 rounds conducted",,,,,https://www.stpete.org/assistance/fighting_chance_fund.php Only list available,,
31,50930,FORT SMITH,51,AR,5,844327,0,433538,0,1277865,2018,1.640923668,0.01778720887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://asbtdc.org/covid-19-resources/,,,,,,,,,
398,160618,LEWISTON,51,ID,16,213738,0,0,0,213738,2018,0.6431794105,0.005465333232,1,1,CITY,0,10/19/20,12/4/20,0,13,6,0,0,2,1,1,0,1,1,1,1,0,2,Business interrupted by COVID; not eligible for other state assistance; specific PPE needs; no PPP/SBA funding; expenses between 6/20/20 and 12/30/20; no political activity; good standing; no bankruptcy; liability insurance; EIN #; business license; <= 500 employees; conflict of interest form,NA,M,https://www.cityoflewiston.org/DocumentCenter/View/2218/City-of-Lewiston-Small-Business-Grant-Policy-and-Procedure-FINAL-10-21-2020,,2/20/21,0-15000,Points system,,,,,,,,,,,M,M,"Unable to access actual application, no checklist in program description",,,,,No info,,
846,425451,PHILADELPHIA,51,PA,42,42566974,3483946,11248050,7375786,64674756,2018,1.326523443,0.03846383587,1,1,CITY,0,03/30/20,04/15/20,,,,1,1,4,1,1,0,0,0,0,0,0,0,"Annual revenue $500,000 to $3 million; physical location; ",NA,business@phila.gov,https://web.archive.org/web/20200402171256/https://www.phila.gov/programs/philadelphia-covid-19-small-business-relief-fund/,,04/02/20,"Up to $25,000",First come first served,,,,,,,,,,,https://www.pachamber.org/coronavirus/,https://docs.google.com/document/d/17YDlC0KNQ4SyowOxIm9PuYNBshnWUz1kzw_9qQT5z6Y/edit,Funded by the Department of Commerce and Philadelphia Industrial Development Corporation (PIDC); ,251,,,,,,
321,120738,DELTONA,51,FL,12,585873,0,0,0,585873,2018,0.991986014,0.009839669237,1,1,COUNTY,0,5/14/20,Open-ended,0,9,5,1,1,5,0,1,0,0,1,1,1,0,0,"W9, business tax receipts, 941/943 Form; Business Registration Number; physical storefront; <50 employees; not publicly traded or tax exempt; operating since 12/1/19; good standing; proof of COVID related losses",NA,386-248-8048,https://web.archive.org/web/20200704225717/https://www.volusiabusinessresources.com/#homeSection348662,,2/6/21,3000-5000,First come first served,,,,,,,,,,,,,"Grant amount based on business size, county program, CARES funded but unclear if CDBG, brick/mortar businesses only",,,,,No info,,
1038,540846,MARTINSBURG,51,WV,54,324390,0,489990,0,814380,2018,0.4739232104,0.001806148307,1,1,STATE,0,M,03/01/20,0,8,M,1,1,M,M,1,1,0,1,1,1,0,1,"Physical location; good standing; <= 36 employees; negative impact caused by COVID; Operate before 03/01/20; no presently suspended, ",NA,WVSBGrant@wv.gov,https://web.archive.org/web/20200730161116if_/https://grants.wv.gov/en/flexible-page?pageId=1424,,06/30/20,"Up to $5,000",scored system,,,,,,,,,,,https://wvsbdc.com/,M,Funded by CARES Act; Missing list of documentation,,,,,,,
774,470354,CLARKSVILLE,51,TN,47,1064869,0,496974,0,1561843,2018,1.171331721,0.0258608296,1,1,STATE,0,6/2/20,9/25/20,1,4,M,M,M,1,M,M,M,M,1,M,M,M,M,Unable to access documentation required; <$10mil annual revenue and business type asked for in screening,NA,revenue.support@tn.gov,https://www.tn.gov/revenue/tennessee-business-relief-program.html,,9/1/20,2500-30000,First come first served,,,,,,,,,,,M,M,Unable to access any info about grant requirements except for screening based on annual revenue and business type,,,,,,,
269,123012,TAMPA,51,FL,12,3159459,251923,1695248,3864852,8971482,2018,2.99898466,0.02815588825,3,1,COUNTY,0,08/31/20,10/15/20,M,M,,M,M,3,M,M,M,M,M,1,M,M,1,driver's license; W-9; 2020 quater1 IRS form; ,NA,(888) 393-7509,https://patch.com/florida/southtampa/hillsborough-county-opens-3rd-round-business-relief-funds,,08/31/20,"Up to $40,000",M,,,,,,,,,,,https://www.tampa.gov/emergency-management/business-relief,https://docs.google.com/document/d/17YDlC0KNQ4SyowOxIm9PuYNBshnWUz1kzw_9qQT5z6Y/edit,Funded by CARES Act; Unclear about the eligibility criteria,,,,,,,
61,60516,CAMARILLO,51,CA,6,310228,0,0,0,310228,2018,0.6744336315,0.004953402141,1,1,COUNTY,0,M,7/8/20,M,4,4,0,1,1,0,0,0,0,1,0,0,0,0,Business license; operating since 3/17/20; $25k-2mil annual revenue 2019; registered witih 3rd party site,NA,Ashley.Bautista@ventura.org,https://web.archive.org/web/20200708004209/https://rapidresponsevc.org/faqs/,,7/8/20,5000,Points system,,,,,,,,,,,https://rapidresponsevc.org/about/,M,"County program, administered by 3rd party, unable to access actual application, no documentation checklist",,,,,No info,,
1210,481104,COLLEGE STATION,51,TX,48,1103226,0,502414,0,1605640,2018,1.045166815,0.01229459793,2,1,CITY,0,01/11/20,02/03/20,M,,,M,M,2,1,1,0,1,0,1,0,0,1,3 monthsaverage Payroll; budget worksheet; business license; evidence that business revenus were affect by COVID; ,NA,M,https://blog.cstx.gov/2020/12/18/more-help-on-the-way-for-local-small-businesses/,,12/18/20,"Up to $50,000",M,,,,,,,,,,,"https://www.cstx.gov/c_o_v_i_d-19__what_are_we_doing/business_resources#:~:text=The%20City%20of%20College%20Station%20has%20received%20an%20additional%20%24400%2C000,and%20to%20prevent%20job%20losses.",https://docs.google.com/document/d/17YDlC0KNQ4SyowOxIm9PuYNBshnWUz1kzw_9qQT5z6Y/edit,Funded by Federal Community Development Block Grant; missing eligibility ,,,,,,,
841,470672,FRANKLIN CITY,51,TN,47,318360,0,0,0,318360,2018,1.466653022,0.01089938257,1,1,STATE,0,6/2/20,9/25/20,1,4,M,M,M,1,M,M,M,M,1,M,M,M,M,Unable to access documentation required; <$10mil annual revenue and business type asked for in screening,NA,revenue.support@tn.gov,https://www.tn.gov/revenue/tennessee-business-relief-program.html,,9/1/20,2500-30000,First come first served,,,,,,,,,,,M,M,Unable to access any info about grant requirements except for screening based on annual revenue and business type,,,,,M,,
280,91074,STAMFORD,51,CT,9,908290,0,435579,0,1343869,2018,0.7061530812,0.01066297311,1,1,STATE,0,11/13/20,ENDED,0,9,4,1,1,2,1,1,0,1,1,1,1,0,1,physical location; <=20 employees; 20%reduce of revenue due to COVID; operate before 10/01.19; plan to reopen; goos tax standing,NA,decdctrecovery@ct.gov,https://web.archive.org/web/20201113035501/https://portal.ct.gov/DECD/Content/Coronavirus-Business-Recovery/CT-CARES-Small-Business-Grant-Program,,11/13/20,"$5,000",M,,,,,,,,,,,https://www.stamfordct.gov/economic-development/pages/business-information-for-covid-19,https://docs.google.com/document/d/17YDlC0KNQ4SyowOxIm9PuYNBshnWUz1kzw_9qQT5z6Y/edit,Funded by CARES Act; Missing list of documentation(only have min requirement),,,,,,,
6,11542,MOBILE,51,AL,1,2347011,193122,862989,0,3403122,2018,2.229172096,0.03632736278,1,1,COUNTY,0,M,M,0,7,6,0,1,5,0,1,0,1,0,1,1,0,0,"<=100 FTEs; demonstrated COVID related losses; good standing; 2yrs federal tax returns, interim financial statements, 2019 year end financial statements, current bank statement; business license",NA,M,https://www.mobilecountyal.gov/latest-news/getting-back-to-business-mobile-county-develops-program-to-aid-small-businesses/,,2/22/21,0-25000,Points system,,,,,,,,,,,M,Checklist - Google Docs,"County program, funding not specified",,,,,No info,,
111,63348,SANTA BARBARA,51,CA,6,906524,0,521157,0,1427681,2018,0.849135495,0.004978071784,1,1,COUNTY,0,M,Open-ending,M,8,4,1,0,2,1,1,0,1,0,1,0,0,1,physical location; uninterrupted service between 01/01/19-03/01/20; 3-25 employees; no more than $3million total sales between 01/01/19-12/31/19; tax return; financial statements; effort of reopenging ,NA,info@sbfoundation.org,https://www.sbfoundation.org/covid-19-business-community-resources/sbbt-small-business-grant-program-guidelines-sbc/,,09/18/20,"Up to $75,000",M,,,,,,,,,,,https://www.sbfoundation.org/covid-19-business-community-resources/,M,Unclear about the funding; missing list of documetation requirements ,,,,,,,
1098,531134,OLYMPIA,51,WA,53,370737,0,0,0,370737,2018,0.7783368428,0.005797775155,3,1,STATE,0,M,12/11/20,0,4,2,0,0,0,0,1,0,1,1,0,0,0,0,Business license; NAICS code or description of businesss activity;  <$5mil annual revenue; impacted by COVID guidelines,M,bizgrants@commerce.wa.gov,https://web.archive.org/web/20201206105212/http://startup.choosewashingtonstate.com/working-washington-round-3/,,12/6/20,0-20000,M,,,,,,,,,,,M,Checklist - Google Docs,"Very few requirements, funding source unclear, state program, unable to access actual application",,,,,M/WBE info not available http://startup.choosewashingtonstate.com/links/crisis/covid-19-resources/small-business-grants-report/,,
259,122538,POMPANO BEACH,51,FL,12,1038308,0,453745,0,1492053,2018,0.4259268026,0.005787954838,1,1,CITY,1,,,,14,7,1,0,3,2,1,1,1,1,1,0,0,2,physical location; <=25 employees; negatively impact by COVID; operate at least 2yrs; annual revenue less than $5 million; no bankruptcy; liability insurance; ,NA,OHUI@copbfl.com,http://www.pompanobeachchamber.com/wp-content/uploads/2020/08/COVID-19-Small-Business-Relief-Grant-Program-Policy-Procedures.pdf,,08/20,"Up to $25,000",Points system,,,,,,,,,,,http://www.pompanobeachchamber.com/home/coronavirus-updates-covid-19/,M,miss list of documentation requirements ,,,,,,,
375,211374,LOUISVILLE-CDBG,51,KY,21,11205618,922491,3187560,757786,16073455,2018,1.609633651,0.1059166328,1,1,CITY,0,M,11/20/20,0,7,5,0,0,4,1,1,0,1,0,1,1,1,0,"<$2.5mil revenue last year; good standing; demonstrated financial impact from COVID in narrative form; current balance sheet, P/Ls 2019 and 2020, most recent business tax returns; report loan usage post-award",NA,M,https://louisvilleky.gov/government/louisville-forward/small-business-covid-19-relief-loan-program,,2/25/21,0-50000,Points system,,,,,,,,,,,M,Checklist - Google Docs,Grant and loan programs but only able to find details on loan program,70,32888,9209,10853,https://louisvilleky.gov/government/louisville-forward/covid-19-relief-grants-and-loans,,
830,423411,JOHNSTOWN,51,PA,42,1248615,0,250582,0,1499197,2018,0.4796272255,0.00167156663,1,1,COUNTY,0,M,09/04/20,M,5,3,1,1,1,1,1,0,0,1,1,0,0,1,physical location; <=100 employees; negative impact by COVID; ,NA,CambriaCaresGrant@co.cambria.pa.us,https://web.archive.org/web/20200830171321/https://www.cambriacountypa.gov/covid-19.aspx,,08/30/20,M,M,,,,,,,,,,,http://cityofjohnstownpa.net/covid-19-community-information/,M,Funded by CARES Act; cannot open specfic doc; unclear about the documentation; limited info for eligibility ,,,,,,,
659,440276,WARWICK,51,RI,44,961231,0,0,0,961231,2018,1.088346592,0.01007581763,1,1,CITY,0,M,M,0,10,4,1,3,3,1,1,0,1,1,1,1,0,0,"<= 50 FTEs/contractors; business type; 30%+ revenue drop between March and July 2020; physical presence; no bankruptcy; good standing; franchise restrictions; registered with state; open or will be w/in 60 days; IRS 941 or TX-17, IRS 1099s, documentation of expenses; documentation of revenue loss",NA,info@commerceri.com,https://commerceri.com/about-us/restore-ri/,,2/25/21,0-30000,Points system,,,,,,,,,,,https://commerceri.com/about-us/restore-ri/,Checklist - Google Docs,"3rd parties listed at bottom of link, funding unclear, state program",,,,,No info,,
710,393114,MASSILLON,51,OH,39,650955,0,0,0,650955,2018,1.391465233,0.00560086444,1,0,CITY,1,M,M,M,4,2,1,0,1,1,1,0,0,1,1,0,0,0,physical location; <=25 employees; 30% loss of revenue due to COVID; ,NA,swalters@massillonohio.gov,https://massillonohio.gov/wp-content/uploads/2021/01/2-Business-Program-Information.pdf,,01/02/21,"Up to $5,000",M,,,,,,,,,,,M,M,Unclear about the starting &end date,,,,,,,
1087,132814,ROME,51,GA,13,421336,0,0,0,421336,2018,2.487385482,0.008355762831,1,1,CITY,1,M,M,0,8,6,1,0,3,2,1,0,1,1,1,1,1,1,"Physical location; <= 50 FTEs; 30%+ revenue loss due to COVID; tax returns, annual revenue documentation, payroll; proof of COVID losses; conflict of interest form; post-award receipts; LMI job retention/creation; good standing",NA,bfox@romega.us,https://romegeorgia.org/wp-content/uploads/2020/06/Rome-SBAG-Application-FINAL.pdf,,2/25/21,0-5000,Points system,,,,,,,,,,,M,Checklist - Google Docs,"CDBG funded, somewhat complex and burdensome application",,,,,No info,,
864,440222,PROVIDENCE,51,RI,44,5034413,421403,1700757,1133603,8290176,2018,0.5216330524,0.005275806107,M,1,CITY,1,M,M,M,10,5,1,0,4,0,1,0,0,1,1,1,0,1,"physical location; <=8 employees; good standing; operate before2019; loss at least $1,000 due to COVID; annual gross revenus greater than $25,000; ",NA,northprovidenceri.gov,https://commerceri.com/emergency-grants-and-funding/,,04/07/20,"$5,000",M,,,,,,,,,,,https://docs.google.com/document/d/17YDlC0KNQ4SyowOxIm9PuYNBshnWUz1kzw_9qQT5z6Y/edit,https://docs.google.com/document/d/17YDlC0KNQ4SyowOxIm9PuYNBshnWUz1kzw_9qQT5z6Y/edit,Unclear about the starting &end date,,,,,,,
157,63396,SANTA ROSA,51,CA,6,1426436,0,729539,433139,2589114,2018,2.163080701,0.01109150846,1,0,STATE,0,11/20/20,Open ended,0,7,5,0,1,4,1,1,0,1,1,1,0,0,0,<= 50 FTEs prior to 3/20; <$2.5mil revenue 2019; proof of COVID financial losses; at least 1mo of 30% pre-COVID revenue similar to 2019; positive net income 2019; operating since 6/30/19; located in CA,NA,M,https://www.connect2capital.com/p/californiarebuildingfund/business-requirements/,,2/18/21,0-100000,Points system,,,,,,,,,,,https://www.connect2capital.com/p/californiarebuildingfund/california-rebuilding-fund-resources/,Checklist - Google Docs,"Administered by 3rd party, mix of public and private funding, unable to access actual application, have to go through pre-application process, state program",,,,,,,
